;43;106710;0;1;105600;0;;;;;;;1;67303;0;3;67924;0;3;67600;0;;;;1;19223;0;4;19571;0;11;16510;0;;;
;9;106700;0;1;105460;0;;;;;;;2;67301;0;1;67901;0;10;67588;0;;;;4;19222;0;8;19544;0;30;16503;0;;;
;4;106680;0;1;105450;0;;;;;;;185;67300;0;7;67900;0;3;67502;0;;;;5;19220;0;2;19541;0;3;16501;0;;;
;2;106670;0;1;105400;0;;;;;;;1;67296;0;1;67870;0;5;67190;0;;;;2;19219;0;6;19538;0;5;16500;0;;;
;20;106660;0;1;105300;0;;;;;;;1;67293;0;5;67850;0;3;67003;0;;;;80;19218;0;2;19525;0;58;16495;0;;;
;16;106650;0;1;105150;0;;;;;;;1;67291;0;2;67829;0;1;67002;0;;;;1;19217;0;1;19492;0;1;16492;0;;;
;5;106640;0;2;105050;0;;;;;;;1;67286;0;4;67816;0;20;67000;0;;;;3;19211;0;2;19470;0;1;16480;0;;;
;16;106630;0;2;105000;0;;;;;;;1;67285;0;4;67800;0;;;;;;;11;19210;0;1;19450;0;1;16472;0;;;
;6;106620;0;1;104850;0;;;;;;;2;67279;0;130;67777;0;;;;;;;1;19209;0;10;19439;0;1;16471;0;;;
;13;106610;0;1;104740;0;;;;;;;1;67266;0;100;67750;0;;;;;;;1;19208;0;1;19437;0;1;16470;0;;;
;16;106600;0;1;104700;0;;;;;;;55;67261;0;5;67738;0;;;;;;;31;19207;0;1;19430;0;1;16467;0;;;
;10;106590;0;1;104500;0;;;;;;;12;67260;0;1;67730;0;;;;;;;4;19206;0;2;19411;0;1;16465;0;;;
;18;106580;0;1;104400;0;;;;;;;10;67259;0;2;67700;0;;;;;;;28;19205;0;1;19410;0;35;16458;0;;;
;226;106570;0;1;104200;0;;;;;;;2;67257;0;1;67610;0;;;;;;;6;19204;0;3;19399;0;1;16452;0;;;
;6;106560;0;1;104150;0;;;;;;;1;67255;0;33;67600;0;;;;;;;2;19203;0;1;19392;0;4;16451;0;;;
;5;106550;0;1;104000;0;;;;;;;60;67254;0;1;67594;0;;;;;;;30;19201;0;1;19390;0;14;16450;0;;;
;55;106540;0;5;103980;0;;;;;;;1;67252;0;1;67589;0;;;;;;;101;19200;0;1;19370;0;3;16431;0;;;
;27;106530;0;1;103800;0;;;;;;;3;67251;0;1;67571;0;;;;;;;6;19199;0;1;19350;0;1;16425;0;;;
;23;106520;0;1;103730;0;;;;;;;101;67250;0;10;67559;0;;;;;;;44;19190;0;1;19330;0;35;16424;0;;;
;11;106510;0;1;103650;0;;;;;;;5;67246;0;10;67538;0;;;;;;;1;19188;0;1;19314;0;1;16408;0;;;
